Condition,Stimulus,Statement,CorAnsOdd,CorAnsEven,TypeOfStimuli,TotalShapesOnTable,TotalcubesOnTable,TotalOtherOnTable,VisibleShapes,Visiblecubes,VisibleOther,NotVisibleShapes,NotVisiblecubes,NotVisibleOther,NumOfBlocksAsked,BarrierPresent,WhyNo,Position,Colour,ExpTrial.thisRepN,ExpTrial.thisTrialN,ExpTrial.thisN,ExpTrial.thisIndex,ExpIntroText.started,ExpIntroPressSPACEText.started,ExpIntroPressSPACE.started,ExpIntroPressSPACE.keys,ExpIntroPressSPACE.rt,ExpPrimerText.started,ExpTextISI.started,ExpPrimerText.stopped,ExpText.started,ExpImageISI.started,ExpImagePrimer.started,ExpImagePrimer.stopped,ExpImage.started,ExpResponse.started,ExpResponse.keys,ExpResponse.corr,ExpResponse.rt,BreakTextPrompt.started,BreakTextPrompt.stopped,BreakTextKeyResponse.started,BreakTextKeyResponse.stopped,BreakTextKeyResponse.keys,BreakTextKeyResponse.rt,ExpEndText.started,ExpEndPressSPACE.started,participant,session,date,expName,psychopyVersion,frameRate
RealityN,ExpTrialStim/Triangle_Triangle_B_3.png,"In REALITY, there is ONE cube",b,h,TB-K-B,2,0,2,2,0,2,0,0,0,1,B,PropFalse,TA3: TB1,TR: TY,0,147,147,82,NA,NA,NA,NA,NA,1052.2481491999931,5.9900000633206e-4,1052.9815845999983,1053.0815078999876,0.8310957000066992,1055.0150588999968,1055.414957999994,1055.517104499988,1055.517104499988,h,1,1.720883199988748,1057.2649688999954,1057.2649688999954,1057.2649688999954,1057.2649688999954,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/Triangle_B_2.png,Adam THINKS there are ZERO cubes,h,b,TB-Ig,1,0,1,1,0,1,0,0,0,0,B,-,TB2,TO,0,148,148,127,NA,NA,NA,NA,NA,1057.2649688999954,0.00172170001314952,1057.9982548999978,1058.0984052999993,0.829511600008118,1060.0317309999955,1060.43163929999,1060.5336258999887,1060.5336258999887,b,1,5.775976799995988,1066.3317693999998,1066.3317693999998,1066.3317693999998,1066.3317693999998,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/Square_Square_B_4.png,"In REALITY, there is ONE cube",b,h,TB-K-B,2,2,0,2,2,0,0,0,0,1,B,PropFalse,SA2: SB1,SG: SP,0,149,149,87,NA,NA,NA,NA,NA,1066.3317693999998,0.00169650001043919,1067.0648545999866,1067.1650519999966,0.8295165000017732,1069.0981299999985,1069.498316799989,1069.6004096999968,1069.6004096999968,h,1,1.052922499991837,1070.6815980999963,1070.6815980999963,1070.6815980999963,1070.6815980999963,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/Square_Square_NB_4.png,"In REALITY, there are TWO cubes",h,b,TB-K,2,2,0,2,2,0,0,0,0,2,NB,-,SA2: SB1,SP: SG,0,150,150,15,NA,NA,NA,NA,NA,1070.6815980999963,0.00168869999470189,1071.4148302999963,1071.5150105999928,0.8295668000064325,1073.4483150999877,1073.8482908000003,1073.950424499999,1073.950424499999,b,1,1.5105716999969443,1075.4813561999908,1075.4813561999908,1075.4813561999908,1075.4813561999908,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeN,ExpTrialStim/Square_B_Square_7.png,Adam KNOWS there are TWO cubes,b,h,FB-Ig,2,2,0,1,1,0,1,1,0,2,B,PropTrueNoKnowledge,SA3: SC2,SG: SP,0,151,151,318,NA,NA,NA,NA,NA,1075.4813561999908,3.7419999716803e-4,1076.2148338999978,1076.31494679999,0.8312700999958906,1078.248319499995,1078.648293099992,1078.75038089999,1078.75038089999,h,1,2.486859500000719,1081.264698599989,1081.264698599989,1081.264698599989,1081.264698599989,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/Square_B_1.png,Adam THINKS there are ZERO cubes,b,h,TB-Ig,1,1,0,1,1,0,0,0,0,0,B,PropFalse,SA2,SG,0,152,152,182,NA,NA,NA,NA,NA,1081.264698599989,0.00119100000301841,1081.9981222999922,1082.0983043999877,0.8305277000035858,1084.031449599992,1084.4316401999968,1084.5337235999905,1084.5337235999905,h,1,1.4801565000088883,1086.0315506999905,1086.0315506999905,1086.0315506999905,1086.0315506999905,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/Triangle_Triangle_B_5.png,Adam THINKS there is ONE cube,b,h,TB-K-B,2,0,2,2,0,2,0,0,0,1,B,PropFalse,TA3: TB2,TR: TO,0,153,153,188,NA,NA,NA,NA,NA,1086.0315506999905,0.00225300001329742,1086.7814908,1086.8815724999877,0.8460378000017954,1088.814737099994,1089.214949199988,1089.3170450999896,1089.3170450999896,h,1,1.1845183000114048,1090.5313420999885,1090.5313420999885,1090.5313420999885,1090.5313420999885,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/Square_B_Square_8.png,"In REALITY, there are TWO cubes",h,b,FB-Ig,2,2,0,1,1,0,1,1,0,2,B,-,SA1: SD2,SP: SG,0,154,154,49,NA,NA,NA,NA,NA,1090.5313420999885,5.3230000776238e-4,1091.264833900001,1091.3649024999904,0.8313951000018278,1093.2982563999976,1093.6982239999925,1093.8003399000008,1093.8003399000008,b,1,1.2692124999884982,1095.098148799996,1095.098148799996,1095.098148799996,1095.098148799996,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/Triangle_Triangle_B_1.png,"In REALITY, there are ZERO cubes",h,b,TB-K-B,2,0,2,2,0,2,0,0,0,0,B,-,TA1: TB2,TY: TO,0,155,155,26,NA,NA,NA,NA,NA,1095.098148799996,0.00184880000597331,1095.8313632999923,1095.931454899997,0.8295499999949243,1097.8649012999958,1098.264890099992,1098.3669242999897,1098.3669242999897,b,1,1.0381038000050469,1099.431315599999,1099.431315599999,1099.431315599999,1099.431315599999,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/Square_B_Triangle_1.png,Adam THINKS there is ONE cube,h,b,TB-Ig,2,1,1,1,1,0,1,0,1,1,B,-,SB1: TD3,SB: TO,0,156,156,132,NA,NA,NA,NA,NA,1099.431315599999,8.378999918932e-4,1100.1647653999971,1100.2647824999876,0.8308376999921165,1102.198129899989,1102.5980445999885,1102.7003515999968,1102.7003515999968,b,1,2.2407789999997476,1104.9646569999895,1104.9646569999895,1104.9646569999895,1104.9646569999895,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/Square_Triangle_B_6.png,Adam THINKS there are ZERO cubes,b,h,TB-K-B,2,1,1,2,1,1,0,0,0,0,B,PropFalse,SB3: TA2,SB: TO,0,157,157,197,NA,NA,NA,NA,NA,1104.9646569999895,6.8469998950604e-4,1105.6979785000003,1105.7980602999887,0.8309110999980476,1107.7315638,1108.131484499987,1108.2336773999996,1108.2336773999996,h,1,1.6516788000008091,1109.9147090999904,1109.9147090999904,1109.9147090999904,1109.9147090999904,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/Triangle_Triangle_NB_3.png,"In REALITY, there are TWO cubes",b,h,TB-K,2,0,2,2,0,2,0,0,0,2,NB,PropFalse,TA3: TB1,TR: TY,0,158,158,62,NA,NA,NA,NA,NA,1109.9147090999904,0.00173069999436847,1110.6480529999972,1110.748125999991,0.8296601999900304,1112.6812327999942,1113.0814519999983,1113.183582499987,1113.183582499987,h,1,1.0375763999909395,1114.2480513999908,1114.2480513999908,1114.2480513999908,1114.2480513999908,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/Triangle_B_Square_4.png,Adam THINKS there are ZERO cubes,h,b,FB-Ig,2,1,1,1,0,1,1,1,0,0,B,-,SD3: TB1,SB: TO,0,159,159,161,NA,NA,NA,NA,NA,1114.2480513999908,0.00132759999542031,1114.9813720999955,1115.081538699989,0.8302461999992374,1117.0146398999932,1117.414825499989,1117.516912399995,1117.516912399995,b,1,6.152515200010384,1123.6980932000006,1123.6980932000006,1123.6980932000006,1123.6980932000006,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeY,ExpTrialStim/Triangle_Triangle_B_4.png,Adam KNOWS there are ZERO cubes,h,b,TB-Ig,2,0,2,2,0,2,0,0,0,0,B,-,TA2: TB1,TY: TR,0,160,160,237,NA,NA,NA,NA,NA,1123.6980932000006,0.00248439999995753,1124.4310670999985,1124.5315077999985,0.8293887000036193,1126.4648108999972,1126.864732099988,1126.9667996999924,1126.9667996999924,b,1,6.622684300004039,1133.6147425999952,1133.6147425999952,1133.6147425999952,1133.6147425999952,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeN,ExpTrialStim/Triangle_B_Square_4.png,Adam KNOWS there is ONE cube,b,h,FB-Ig,2,1,1,1,0,1,1,1,0,1,B,PropTrueNoKnowledge,SD3: TB1,SB: TO,0,161,161,323,NA,NA,NA,NA,NA,1133.6147425999952,0.00220119999721646,1134.347989099988,1134.448114599989,0.8295403999945847,1136.3812642999983,1136.7814354000002,1136.883531799991,1136.883531799991,h,1,1.7059017999999924,1138.6149196999904,NA,1138.6149196999904,NA,space,100.37446799999452,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/Square_B_Square_8.png,"In REALITY, there is ONE cube",b,h,FB-Ig,2,2,0,1,1,0,1,1,0,1,B,PropFalse,SA1: SD2,SP: SG,0,162,162,103,NA,NA,NA,NA,NA,1239.014225699997,0.00202260000514797,1239.7475706999976,1239.8476785999956,0.831594799994491,1241.7810890999972,1242.1811201999951,1242.2831684999985,1242.2831684999985,h,1,2.5543635999929393,1244.8642799999943,1244.8642799999943,1244.8642799999943,1244.8642799999943,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeY,ExpTrialStim/Square_Triangle_B_9.png,Adam KNOWS there is ONE cube,h,b,FB-Ig,2,1,1,2,1,1,0,0,0,1,B,-,SA3: TB2,SG: TR,0,163,163,266,NA,NA,NA,NA,NA,1244.8642799999943,0.00255979999201372,1245.5976014999906,1245.69781469999,0.8272867999912705,1247.6309588000004,1248.0311364999943,1248.133258499991,1248.133258499991,b,1,5.504061800005729,1253.664306599996,1253.664306599996,1253.664306599996,1253.664306599996,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/Square_NB_2.png,"In REALITY, there are ZERO cubes",b,h,TB-K,1,1,0,1,1,0,0,0,0,0,NB,PropFalse,SA3,SP,0,164,164,58,NA,NA,NA,NA,NA,1253.664306599996,0.00223480000568088,1254.3976145999914,1254.4975911999936,0.8298426999972435,1256.4310814999917,1256.8310415999877,1256.9330783999903,1256.9330783999903,h,1,1.2163811000064015,1258.1809263999894,1258.1809263999894,1258.1809263999894,1258.1809263999894,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeN,ExpTrialStim/Square_Square_NB_2.png,Adam KNOWS there are ZERO cubes,b,h,TB-K,2,2,0,2,2,0,0,0,0,0,NB,PropFalse,SA2: SB3,SB: SG,0,165,165,283,NA,NA,NA,NA,NA,1258.1809263999894,9.7770000866148e-4,1258.9142791999911,1259.0144166999962,0.830666800000472,1260.9477422999917,1261.3477760999958,1261.4499410999997,1261.4499410999997,h,1,1.2993979000020772,1262.780764199997,1262.780764199997,1262.780764199997,1262.780764199997,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/Triangle_Triangle_B_8.png,"In REALITY, there are ZERO cubes",h,b,TB-K-B,2,0,2,2,0,2,0,0,0,0,B,-,TA2: TB3,TY:TO,0,166,166,33,NA,NA,NA,NA,NA,1262.780764199997,4.9880000005941e-4,1263.5142676999967,1263.6144190999912,0.8312777999963146,1265.5475795999955,1265.9477171999897,1266.0497950999998,1266.0497950999998,b,1,1.331659799994668,1267.398220099989,1267.398220099989,1267.398220099989,1267.398220099989,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/Square_Square_B_5.png,Adam THINKS there are ZERO cubes,b,h,TB-K-B,2,2,0,2,2,0,0,0,0,0,B,PropFalse,SA3: SB2,SP: SB,0,167,167,192,NA,NA,NA,NA,NA,1267.398220099989,0.00219679999281652,1268.1309015000006,1268.2310819999984,0.8294134000025224,1270.1643738999992,1270.5643455999962,1270.6664485999936,1270.6664485999936,h,1,1.1468979000055697,1271.830933099991,1271.830933099991,1271.830933099991,1271.830933099991,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/Square_B_Square_2.png,"In REALITY, there are TWO cubes",h,b,FB-Ig,2,2,0,1,1,0,1,1,0,2,B,-,SA2: SC3,SB: SP,0,168,168,43,NA,NA,NA,NA,NA,1271.830933099991,0.00172040000325068,1272.5642432999884,1272.664355999994,0.8295881999947596,1274.5977079999866,1274.9976800000004,1275.0997714999976,1275.0997714999976,b,1,2.176740700000664,1277.2974890999903,1277.2974890999903,1277.2974890999903,1277.2974890999903,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/Square_B_2.png,Adam THINKS there are ZERO cubes,b,h,TB-Ig,1,1,0,1,1,0,0,0,0,0,B,PropFalse,SB2,SB,0,169,169,183,NA,NA,NA,NA,NA,1277.2974890999903,6.2120000075083e-4,1278.030970199994,1278.131034799997,0.8311510000057751,1280.0642967999884,1280.4643374000009,1280.566491599995,1280.566491599995,h,1,1.478516500006663,1282.0641073000006,1282.0641073000006,1282.0641073000006,1282.0641073000006,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/Square_Square_NB_6.png,Adam THINKS there is ONE cube,b,h,TB-K,2,2,0,2,2,0,0,0,0,1,NB,PropFalse,SA1: SB3,SG: SB,0,170,170,179,NA,NA,NA,NA,NA,1282.0641073000006,0.00221050000982359,1282.79752919999,1282.897558599987,0.8293815000070026,1284.830977999998,1285.2310113999993,1285.333139399998,1285.333139399998,h,1,1.175778899996658,1286.5309296999912,1286.5309296999912,1286.5309296999912,1286.5309296999912,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeN,ExpTrialStim/Triangle_B_2.png,Adam KNOWS there are ZERO cubes,b,h,TB-Ig,1,0,1,1,0,1,0,0,0,0,B,PropTrueNoKnowledge,TB2,TO,0,171,171,289,NA,NA,NA,NA,NA,1286.5309296999912,0.00218169999425299,1287.2641966999945,1287.3643295999937,0.8295425999967847,1289.2976267999911,1289.6976140999905,1289.7997388999938,1289.7997388999938,h,1,2.66871290000563,1292.497489699992,1292.497489699992,1292.497489699992,1292.497489699992,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/Triangle_B_Triangle_1.png,Adam THINKS there are ZERO cubes,h,b,TB-Ig,2,0,2,1,0,1,1,0,1,0,B,-,TA3: TD1,TY: TR,0,172,172,130,NA,NA,NA,NA,NA,1292.497489699992,8.9400001161266e-4,1293.230786499989,1293.3309751999914,0.830804100012756,1295.2643286999955,1295.6642909999937,1295.7664071999898,1295.7664071999898,b,1,10.342177300000913,1306.1308640999923,1306.1308640999923,1306.1308640999923,1306.1308640999923,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeN,ExpTrialStim/Square_Square_B_11.png,Adam KNOWS there are ZERO cubes,b,h,TB-K-B,2,2,0,2,2,0,0,0,0,0,B,PropFalse,SA3: SB2,SB: SP,0,173,173,302,NA,NA,NA,NA,NA,1306.1308640999923,0.00122140000166837,1306.864136499993,1306.964290799995,0.8305536000116263,1308.89747109999,1309.297605899992,1309.399697099987,1309.399697099987,h,1,1.0929394999984652,1310.5140641999897,1310.5140641999897,1310.5140641999897,1310.5140641999897,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/Square_B_1.png,Adam THINKS there is ONE cube,h,b,TB-Ig,1,1,0,1,1,0,0,0,0,1,B,-,SA2,SG,0,174,174,128,NA,NA,NA,NA,NA,1310.5140641999897,0.00103129999479278,1311.2474348999967,1311.3475734999956,0.8309760999982245,1313.2809083999891,1313.6808803999884,1313.7829988999874,1313.7829988999874,b,1,2.925856099987868,1316.7307774999936,1316.7307774999936,1316.7307774999936,1316.7307774999936,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/Square_Square_NB_4.png,"In REALITY, there is ONE cube",b,h,TB-K,2,2,0,2,2,0,0,0,0,1,NB,PropFalse,SA2: SB1,SP: SG,0,175,175,69,NA,NA,NA,NA,NA,1316.7307774999936,0.00208289999864064,1317.4640838999912,1317.5641811999958,0.829534499993315,1319.4975407999882,1319.8975145000004,1319.9996256999875,1319.9996256999875,h,1,1.0851714999880642,1321.1138445999968,1321.1138445999968,1321.1138445999968,1321.1138445999968,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/Square_B_Triangle_1.png,Adam THINKS there are ZERO cubes,b,h,TB-Ig,2,1,1,1,1,0,1,0,1,0,B,PropFalse,SB1: TD3,SB: TO,0,176,176,186,NA,NA,NA,NA,NA,1321.1138445999968,4.8170000081881e-4,1321.847448399989,1321.947541799993,0.8313113999902271,1323.8807662999898,1324.2808775999874,1324.3828896999912,1324.3828896999912,h,1,1.2619674000015948,1325.664010099994,1325.664010099994,1325.664010099994,1325.664010099994,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeY,ExpTrialStim/Square_NB_2.png,Adam KNOWS there is ONE cube,h,b,TB-K,1,1,0,1,1,0,0,0,0,1,NB,-,SA3,SP,0,177,177,220,NA,NA,NA,NA,NA,1325.664010099994,0.00251209999260026,1326.397408799996,1326.4975706999976,0.8293128999939654,1328.4308587999983,1328.8307644999877,1328.9330187999876,1328.9330187999876,b,1,1.4718386000022292,1330.430717899988,1330.430717899988,1330.430717899988,1330.430717899988,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/Triangle_NB_1.png,"In REALITY, there are ZERO cubes",h,b,TB-K,1,0,1,1,0,1,0,0,0,0,NB,-,TA1,TO,0,178,178,0,NA,NA,NA,NA,NA,1330.430717899988,0.00217819999670609,1331.163863499998,1331.2641742999986,0.8296116999990772,1333.1974087999988,1333.597378499995,1333.6996384999948,1333.6996384999948,b,1,2.6978320999915013,1336.4140890999988,1336.4140890999988,1336.4140890999988,1336.4140890999988,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/Triangle_NB_1.png,Adam THINKS there is ONE cube,b,h,TB-K,1,0,1,1,0,1,0,0,0,1,NB,PropFalse,TA1,TO,0,179,179,162,NA,NA,NA,NA,NA,1336.4140890999988,0.00185739999869838,1337.1473848999883,1337.247495699994,0.8292626000038581,1339.1806585999875,1339.58093489999,1339.6829830999925,1339.6829830999925,h,1,5.48206090000167,1345.1806983999995,1345.1806983999995,1345.1806983999995,1345.1806983999995,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefN,ExpTrialStim/Triangle_NB_2.png,Adam THINKS there is ONE cube,b,h,TB-K,1,0,1,1,0,1,0,0,0,1,NB,PropFalse,TA3,TY,0,180,180,163,NA,NA,NA,NA,NA,1345.1806983999995,0.00249060000351164,1345.9140318999998,1346.0141282999975,0.8294518000038806,1347.9474576999928,1348.3474668999988,1348.4496206999902,1348.4496206999902,h,1,1.5390805999923032,1350.0138574999874,1350.0138574999874,1350.0138574999874,1350.0138574999874,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeY,ExpTrialStim/Square_Square_B_9.png,Adam KNOWS there are TWO cubes,h,b,FB-Ig,2,2,0,2,2,0,0,0,0,2,B,-,SA3: SB1,SB: SG,0,181,181,254,NA,NA,NA,NA,NA,1350.0138574999874,0.00199570000404492,1350.7473494000003,1350.8474834999945,0.8298549000028288,1352.7806704999966,1353.180713099995,1353.2828673999902,1353.2828673999902,b,1,2.209587699995609,1355.513999399991,1355.513999399991,1355.513999399991,1355.513999399991,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeY,ExpTrialStim/Triangle_Triangle_B_3.png,Adam KNOWS there are ZERO cubes,h,b,TB-Ig,2,0,2,2,0,2,0,0,0,0,B,-,TA3: TB1,TR: TY,0,182,182,236,NA,NA,NA,NA,NA,1355.513999399991,0.00127340000472031,1356.2473532000004,1356.3473462999973,0.8303405000042403,1358.2807816999994,1358.6807918999984,1358.782865599991,1358.782865599991,b,1,2.3178141999960644,1361.1306651999912,1361.1306651999912,1361.1306651999912,1361.1306651999912,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityY,ExpTrialStim/Square_Triangle_NB_3.png,"In REALITY, there is ONE cube",h,b,TB-K,2,1,1,2,1,1,0,0,0,1,NB,-,SB3: TA2,SP: TY,0,183,183,11,NA,NA,NA,NA,NA,1361.1306651999912,0.00177119999716524,1361.8639660999906,1361.9640338999889,0.8296895999956178,1363.897359399998,1364.2974079999983,1364.3995613000006,1364.3995613000006,b,1,1.324768899998162,1365.7472658999905,1365.7472658999905,1365.7472658999905,1365.7472658999905,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/Triangle_NB_3.png,Adam THINKS there are ZERO cubes,h,b,TB-K,1,0,1,1,0,1,0,0,0,0,NB,-,TB2,TR,0,184,184,110,NA,NA,NA,NA,NA,1365.7472658999905,6.8420000025071e-4,1366.4806132999947,1366.5805923000007,0.830503300006967,1368.5140782999952,1368.914066199999,1369.016287999999,1369.016287999999,b,1,4.284359999990556,1373.3306649000006,1373.3306649000006,1373.3306649000006,1373.3306649000006,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeN,ExpTrialStim/Triangle_Triangle_B_10.png,Adam KNOWS there are TWO cubes,b,h,TB-K-B,2,0,2,2,0,2,0,0,0,2,B,PropFalse,TA2: TB1,TR: TO,0,185,185,297,NA,NA,NA,NA,NA,1373.3306649000006,0.0021749000006821,1374.063886899996,1374.164064599987,0.8295708000077866,1376.097250399995,1376.4972738999932,1376.599514699992,1376.599514699992,h,1,4.676756899993052,1381.2971868999884,1381.2971868999884,1381.2971868999884,1381.2971868999884,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
BeliefY,ExpTrialStim/Square_Square_B_8.png,Adam THINKS there are TWO cubes,h,b,TB-K-B,2,2,0,2,2,0,0,0,0,2,B,-,SA2: SB3,SP: SB,0,186,186,141,NA,NA,NA,NA,NA,1381.2971868999884,5.1870000606868e-4,1382.0304200999965,1382.1305868999916,0.8312822000007145,1384.0640421999997,1384.4640105,1384.5660958999945,1384.5660958999945,b,1,1.8710400000127263,1386.4639634999912,1386.4639634999912,1386.4639634999912,1386.4639634999912,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeN,ExpTrialStim/B_Square_4.png,Adam KNOWS there is ONE cube,b,h,FB-Ig,1,1,0,0,0,0,1,1,0,1,B,PropTrueNoKnowledge,SD2,SB,0,187,187,311,NA,NA,NA,NA,NA,1386.4639634999912,0.00219260000449139,1387.213881299991,1387.3138948999986,0.8462958000018261,1389.2471882999962,1389.6473277999903,1389.749359999987,1389.749359999987,h,1,8.470772399989073,1398.24706709999,1398.24706709999,1398.24706709999,1398.24706709999,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
RealityN,ExpTrialStim/Square_Square_NB_2.png,"In REALITY, there are ZERO cubes",b,h,TB-K,2,2,0,2,2,0,0,0,0,0,NB,PropFalse,SA2: SB3,SB: SG,0,188,188,67,NA,NA,NA,NA,NA,1398.24706709999,8.0309998884331e-4,1398.9805297999992,1399.080459799996,0.8310717999993358,1401.0139934999895,1401.4138983999874,1401.516036000001,1401.516036000001,h,1,6.200028499995824,1407.747009899991,1407.747009899991,1407.747009899991,1407.747009899991,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeY,ExpTrialStim/Triangle_Triangle_B_7.png,Adam KNOWS there are ZERO cubes,h,b,TB-Ig,2,0,2,2,0,2,0,0,0,0,B,-,TA1: TB2,TR: TY,0,189,189,240,NA,NA,NA,NA,NA,1407.747009899991,5.0080000073648e-4,1408.4804298999952,1408.580582999988,0.8312842000013916,1410.5139322999894,1410.9139313999913,1411.0160241999984,1411.0160241999984,b,1,5.924183800001629,1416.963748899987,1416.963748899987,1416.963748899987,1416.963748899987,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
KnowledgeN,ExpTrialStim/Square_Square_B_12.png,Adam KNOWS there is ONE cube,b,h,TB-K-B,2,2,0,2,2,0,0,0,0,1,B,PropFalse,SA1: SB3,SP: SG,0,190,190,303,NA,NA,NA,NA,NA,1416.963748899987,0.00113509999937377,1417.6969687999954,1417.797267899994,0.8305438999959733,1419.7305714999966,1420.1306320000003,1420.2325927999918,1420.2325927999918,h,1,1.3400029000040377,1421.5971564999927,1421.5971564999927,1421.5971564999927,1421.5971564999927,NA,NA,NA,NA,012,001,2024-02-08_15h58.42.433,PsychoPy Exp,2023.1.2,60.01442746468815
